brand,title,type,price,available,sold,total_amount,genre,lastUpdate,country,state,city
Paco Rabanne,SpiceBomb Extreme Made Stronger With Pheromones For Super Hot Sexual Attraction!,Eau de Toilette,17.98,10.0,66.0,1186.68,man,20-5-2024,United States,Georgia,Austell
Dolce & Gabbana,L'homme Rochas by Rochas cologne EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,24.55,23.0,433.0,10630.15,man,02-5-2024,United States,Texas,Dallas
Ralph Lauren,Ralph Lauren Polo Green EDT - Classic Woody Fragrance 4oz Sealed,Eau de Toilette,36.99,5.0,7.0,258.93,man,23-5-2024,United States,Michigan,Hamtramck
Giorgio Armani,"Pure Instinct Pheromone Cologne For Him,Sex Attractant, Men's Best Pheromone 1oz",Eau de Cologne,17.89,10.0,2256.0,40359.84,man,12-5-2024,United States,Florida,Winter Garden
Giorgio Armani,Insurrection Born To Be a King By Reyane Tradition for Men EDP 3.3 OZ,Eau de Parfum,85.2,4.0,73.0,6219.6,man,22-5-2024,United States,Florida,Miami
Paco Rabanne,1 Million Lucky by Paco Rabanne 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,108.98,3.0,33.0,3596.34,man,24-5-2024,United States,New Jersey,Hackensack
Giorgio Armani,RED by Giorgio Beverly Hills 3.3 / 3.4 oz EDT For Men New in BOX,Eau de Toilette,16.04,31.0,2817.0,45184.68,man,22-5-2024,United States,Texas,Dallas
Yves Saint Laurent,Yves Saint Laurent Y Eau de Toilette Spray For Men YSL EDT 3.3oz 100ml,Eau de Toilette,45.98,7.0,343.0,15771.14,man,20-5-2024,United States,New York,Brooklyn
Giorgio Armani,Armani Code Profumo 3.7oz by Men's Eau de Parfum Spray EDP New &  Sealed Box,Eau de Parfum,69.99,8.0,35.0,2449.65,man,24-5-2024,United States,Michigan,Highland Park
Carolina Herrera,It's Essential EDP Perfume By Rasasi 100 ML:🥇Hot New Rasasi Premium Line🥇,Eau de Parfum,45.0,8.0,37.0,1665.0,man,17-5-2024,United States,California,San Diego
Giorgio Armani,Giorgio Armani Acqua Di Gio 6.7 oz/200 ml Men's Eau de Toilette Spray,Eau de Toilette,48.95,10.0,121.0,5922.95,man,23-5-2024,United States,Michigan,Melvindale
Versace,"Chanel Allure Homme Sport Eau de Toilette EDT Sample Spray .05oz, 1.5ml in Card",Eau de Toilette,10.7,5.0,163.0,1744.1,man,24-5-2024,United States,New Jersey,Phillipsburg
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray New Sealed BOX,Eau de Toilette,27.1,8.0,28.0,758.8,man,22-5-2024,United States,Michigan,Detroit
Dolce & Gabbana,"Aventus Cologne by Creed, 3.3 oz Millesime EDP Spray for Men",Eau de Parfum,212.89,10.0,53.0,11283.17,man,24-5-2024,United States,New Jersey,Edison
Versace,Fahrenheit by Christian Dior 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,89.98,8.0,1243.0,111845.14,man,22-5-2024,United States,New Jersey,Hackensack
Giorgio Armani,YACHT MAN RED by Myrurgia 3.3 / 3.4 oz EDT Cologne for Men New in Box,Eau de Toilette,9.98,36.0,8453.0,84360.94,man,21-5-2024,United States,Texas,Dallas
Paco Rabanne,Ajayeb Dubai Portrait by Lattafa for Unisex - 3.4 oz EDP Spray,Eau de Parfum,24.4,50.0,14.0,341.6,man,23-5-2024,United States,New York,Ronkonkoma
Dolce & Gabbana,Al Wataniah Sabah Al Ward EDP M 100ml Boxed,Eau de Parfum,50.0,10.0,19.0,950.0,man,23-5-2024,Canada,Ontario,Scarborough
Dolce & Gabbana,Jovan Platinum Musk by Jovan cologne for men EDC 3.0 oz New in Box,Eau de Cologne,10.19,44.0,330.0,3362.7,man,13-5-2024,United States,Texas,Dallas
Giorgio Armani,"Adidas Moves for Him Body Fragrance for Men, 2.5 Fl Oz, Liquid, Grapefruit",Eau de Parfum,9.21,5.0,72.0,663.12,man,24-5-2024,United States,California,San Diego
Carolina Herrera,Rasasi Hawas for Men sample,Eau de Parfum,16.97,10.0,16.0,271.52,man,15-5-2024,United States,Idaho,Buhl
Giorgio Armani,Acqua Di Gio Profondo by Giorgio Armani 2.5 oz Parfum Cologne for Men New In Box,Eau de Parfum,78.99,10.0,743.0,58689.57,man,22-5-2024,United States,New Jersey,Hackensack
Calvin Klein,CK FREE by Calvin Klein cologne for men EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,19.16,72.0,348.0,6667.68,man,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,ROYAL NOIR 3.4 OZ PARFUM BY KING OF KINGS,Eau de Parfum,79.99,9.0,15.0,1199.85,man,15-5-2024,United States,New Jersey,North Brunswick
Versace,BLEU de CHANEL Paris Parfum Pour Homme 100ml 3.4oz New Sealed AS IS,Eau de Parfum,112.49,5.0,15.0,1687.35,man,23-5-2024,United States,Illinois,Lake Zurich
Carolina Herrera,"Bad Boy Cobalt by Carolina Herrera, .33 oz EDP Electrique for Men",Eau de Parfum,22.79,8.0,7.0,159.53,man,24-5-2024,United States,New Jersey,Edison
Paco Rabanne,Terre D'Hermes By Hermes EDT for Men 1.7 oz / 50 ml *NEW IN SEALED BOX*,Eau de Parfum,52.99,10.0,117.0,6199.83,man,15-4-2024,United States,Florida,Miami
Lancôme,Abercrombie & Fitch Fierce 6.7 Fl oz Eau de Cologne Spray Men's New & Sealed,Eau de Cologne,43.49,2.0,3.0,130.47,man,24-5-2024,United States,Florida,Dunedin
Dolce & Gabbana,Bentley Men's Black Edition EDP Spray 3.4 oz (Tester) Fragrances 7640171190938,Fragrances,23.49,3.0,6.0,140.94,man,22-5-2024,United States,New York,Brooklyn
Carolina Herrera,Azzaro Chrome PARFUM Spray for Men 3.3 oz. Launched in 2023. New in Sealed Box.,Eau de Parfum,44.0,10.0,83.0,3652.0,man,23-5-2024,United States,Texas,Katy
Versace,Maison Francis Kurkdjian Amyris Homme 2.4oz Eau de Toilette,Eau de Toilette,140.0,24.0,6.0,840.0,man,20-5-2024,United States,California,San Francisco
Paco Rabanne,Alpine Homme Sport EDP For Men By Maison Alhambra Lattafa 100 ML Free shipping,Eau de Parfum,26.99,9.0,75.0,2024.25,man,18-5-2024,United States,New York,Bethpage
Dolce & Gabbana,Tres Nuit Lyric by Armaf cologne for men EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,22.61,52.0,619.0,13995.59,man,24-5-2024,United States,Texas,Dallas
Giorgio Armani,Giorgio Armani Armani Code Profumo 3.7oz / 110ml Men's PARFUM Spray NEW & SEALED,Eau de Parfum,72.99,6.0,235.0,17152.65,man,24-5-2024,United States,Michigan,Farmington
Dolce & Gabbana,Fragrance World Men's Imperium EDP Spray 3.4 oz Fragrances 6291108326763,Fragrances,27.99,3.0,1.0,27.99,man,23-5-2024,United States,New York,Brooklyn
Paco Rabanne,Invictus Victory Paco Rabanne Made Stronger With Pheromones For Sexual Allure!,Eau de Parfum,17.98,10.0,50.0,899.0,man,22-5-2024,United States,Georgia,Austell
Carolina Herrera,Jean Paul Gaultier Le Beau Le Parfum Intense Sample Spray Vials 1.5ml / 0.05oz,Eau de Parfum,12.95,10.0,594.0,7692.3,man,18-5-2024,United States,Texas,Pearland
Paco Rabanne,Lattafa Perfumes Fakhar Men EDP - spray Eau de Parfum 100ML (3.4 ounce),Eau de Parfum,23.99,10.0,10.0,239.9,man,23-5-2024,United States,New York,New York
Yves Saint Laurent,YSL Yves Saint Laurent MYSLF EDP Spray 10ml / 0.33oz MYSELF NEW in BOX,Eau de Parfum,24.99,12.0,6.0,149.94,man,23-5-2024,United States,Washington,Seattle
Carolina Herrera,Azzaro Pour Homme by Azzaro 3.4 oz EDT Cologne for Men 3.3 100 ml New In Box,Eau de Toilette,26.0,92.0,1337.0,34762.0,man,24-5-2024,United States,Texas,Dallas
Yves Saint Laurent,AllSaints collection Travel Set 0.5oz/15ml X3 sunset riot concrete rain flora m,Eau de Parfum,47.99,10.0,13.0,623.87,man,16-3-2024,United States,Virginia,Salem
Versace,Replica Jazz Club by Maison Margiela 3.4 oz EDT Spray for Men New With Box 100ml,Eau de Toilette,40.99,10.0,17.0,696.83,man,08-5-2024,Hong Kong,USA,Nevada/California
Dolce & Gabbana,Dolce Gabbana Light Blue Men 4.2 oz / 125 mL EDT Spray New & Sealed,Eau de Toilette,33.99,10.0,573.0,19476.27,man,24-5-2024,United States,Michigan,Detroit
Versace,New 2024 Sexy Cologne Lure Her Him Long Lasting Pheromone Perfume for Men USA✅,Eau de Parfum,10.99,10.0,35.0,384.65,man,18-5-2024,United States,California,San Francisco
Paco Rabanne,"Light Blue by Dolce & Gabbana, 4.2 oz EDT Spray for Men Cologne New & Sealed Box",Eau de Toilette,28.99,5.0,111.0,3217.89,man,23-5-2024,United States,Michigan,Hamtramck
Paco Rabanne,"Coach 4 piece Mens Mini Cologne Set 2 x Coach NY, Blue, Green NIB",Eau de Parfum,34.99,10.0,9.0,314.91,man,23-5-2024,United States,New Jersey,Edison
Lancôme,"Abercrombie & Fitch Fierce - Bold 6.7oz Eau de Cologne, New Sealed Box",Eau de Cologne,44.99,6.0,38.0,1709.62,man,22-5-2024,United States,Michigan,Dearborn Heights
Unbranded,Men's Pheromone-Infused Perfume Cupid Hypnosis Cologne Fragrances Charm Toilette,Eau de Parfum,49.99,10.0,45.0,2249.55,man,21-5-2024,United States,Texas,Houston
Dolce & Gabbana,THALLIUM by YVES DE SISTELLE Men Cologne 3.3 oz edt 3.4 New in Box,Eau de Toilette,19.75,82.0,7253.0,143246.75,man,21-5-2024,United States,Texas,Dallas
Ralph Lauren,CHANEL ALLURE HOMME SPORT EDT 1.5ml .05fl oz x 4 SPRAY SAMPLE VIALS,Eau de Toilette,22.0,10.0,286.0,6292.0,man,10-1-2024,United States,New York,Albany
Paco Rabanne,H24 by Hermes EDT for Men 1.7 oz / 50 ml *NEW IN BOX*,Eau de Parfum,39.99,10.0,40.0,1599.6,man,08-2-2024,United States,Florida,Miami
Carolina Herrera,Rasasi Hawas For Men EDP Parfum Spray 3.3 OZ New In Sealed Box,Eau de Parfum,53.99,12.0,140.0,7558.6,man,24-5-2024,United States,Texas,Melissa
Yves Saint Laurent,Armaf Club De Nuit Intense Man Limited Edition 3.6oz Pure Parfum 2023 Packaging,Eau de Parfum,65.5,10.0,21.0,1375.5,man,15-5-2024,United States,Texas,Houston
Yves Saint Laurent,Kenneth Cole Reaction 3.4 new without box,Eau de Toilette,22.99,10.0,31.0,712.69,man,17-5-2024,United States,New Jersey,Bogota
Dolce & Gabbana,Nomad The Wanderer by Armaf cologne for men EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,36.95,36.0,109.0,4027.55,man,16-5-2024,United States,Texas,Dallas
Giorgio Armani,Greenwich Village Bond No 9 Handmade Stronger With Pheromones For Sexual Allure!,Eau de Parfum,17.98,10.0,12.0,215.76,man,16-5-2024,United States,Georgia,Austell
Ralph Lauren,Polo Green by Ralph Lauren 0.5 oz EDT Mini for Men Cologne New In Box,Eau de Toilette,17.34,10.0,460.0,7976.4,man,19-5-2024,United States,New Jersey,Hackensack
Unbranded,"Cupid Charm Toilette for Men (Pheromone-Infused),Mens Cologne Fragrances Perfume",Eau de Parfum,13.0,7.0,11.0,143.0,man,24-5-2024,United States,New York,New York
Carolina Herrera,Jean Paul Gaultier Le Beau 4.2 oz. Eau de Toilette Spray for Men New NO BOX,Eau de Toilette,114.99,10.0,539.0,61979.61,man,23-5-2024,United States,Texas,Katy
Dolce & Gabbana,Armaf Club De Nuit Sillage 1.0 oz / 30ml Eau De Parfum Spray | Unisex | Sealed |,Eau de Parfum,29.99,3.0,7.0,209.93,man,17-5-2024,United States,Texas,Houston
Lancôme,Afnan Men's Penthouse Ginza EDP Spray 3.4 oz Fragrances 6290171010487,Fragrances,19.73,3.0,5.0,98.65,man,23-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Acqua di Parma Colonia by Acqua di Parma 3.4 oz EDC Cologne for Men New In Box,Eau de Cologne,69.97,5.0,244.0,17072.68,man,22-5-2024,United States,New Jersey,Hackensack
Giorgio Armani,Lacoste Essential Eau De Toilette Pour Homme ~ 4.2 FL OZ ~ Sealed ~ AUTHENTIC,Eau de Toilette,31.95,10.0,12.0,383.4,man,15-5-2024,United States,Tennessee,Oneida
Dolce & Gabbana,Burberry Hero 3.3 oz Eau de Toilette Cologne for Men EDT Spray 100ml New In Box,Eau de Toilette,59.99,8.0,39.0,2339.61,man,19-5-2024,Hong Kong,California,Midway City
Dolce & Gabbana,Armaf Club De Nuit Intense 5.07oz / 150ml Pure Parfum | Brand New | Sealed,Eau de Parfum,56.95,10.0,700.0,39865.0,man,17-5-2024,United States,Texas,Houston
Ralph Lauren,Ralph Lauren Polo Green 4oz EDT Men's Cologne New in Box,Eau de Toilette,36.99,6.0,39.0,1442.61,man,24-5-2024,United States,Michigan,Dearborn Heights
Ralph Lauren,EAU DE COLOGNE IMPERIALE by GUERLAIN | Men’s 100 ml/3.4 FL OZ | AS PICTURE SHOWN,Eau de Cologne,100.0,3.0,1.0,100.0,man,18-5-2024,United States,Washington,Graham
Paco Rabanne,NEW BLEU PARFUM de Blue for Men 3.4oz / 100ml EAU DE Cologne Spray IN BOX,Eau de Parfum,88.0,5.0,5.0,440.0,man,23-5-2024,United States,California,South San Francisco
Giorgio Armani,Al Haramain Men's L'Aventure EDP Spray 6.76 oz (Tester) Fragrances 6291100132980,Fragrances,38.53,3.0,12.0,462.36,man,22-5-2024,United States,New York,Brooklyn
Unbranded,"3 bottles*Men's parfum Bundle* , &- Brand New, Smells Amazing",Eau de Parfum,25.99,10.0,38.0,987.62,man,09-3-2024,United States,Florida,Spring Hill
Lancôme,Gentlemen Only by Givenchy  3.3oz EDT  Men's Cologne New Tester,Eau de Toilette,39.95,13.0,178.0,7111.1,man,21-5-2024,United States,Florida,Fort Lauderdale
Unbranded,Dossier Spicy Vetiver Eau de Parfum. Size: 50ml / 1.7oz,Eau de Parfum,20.0,10.0,16.0,320.0,man,12-4-2024,United States,California,Los Angeles
Giorgio Armani,Acqua Di Gio by Giorgio Armani 6.7 / 6.8 oz EDT Cologne for Men New In Box,Eau de Toilette,51.99,8.0,111.0,5770.89,man,18-5-2024,United States,Alabama,Thomasville
Dolce & Gabbana,"Parfums de Marly Layton by Parfums de Marly, 2.5 oz EDP Spray men",Eau de Parfum,155.65,10.0,593.0,92300.45,man,24-5-2024,United States,New Jersey,Edison
Lancôme,Abercrombie & Fitch Fierce 1.7 oz EAU DE COLOGNE MEN - NEW - FREE SHIP-AUTHENTIC,Eau de Cologne,24.99,10.0,18.0,449.82,man,14-5-2024,United States,New York,Schenectady
Paco Rabanne,Terre D'hermes by Hermes 6.7 oz EDT Cologne for Men New In Box,Eau de Toilette,99.98,10.0,740.0,73985.2,man,22-5-2024,United States,New Jersey,Hackensack
Carolina Herrera,"Bad Boy Cobalt by Carolina Herrera, 3.4 oz EDP Spray for Men",Eau de Parfum,88.65,10.0,40.0,3546.0,man,23-5-2024,United States,New Jersey,Edison
Carolina Herrera,CH Men Prive by Carolina Herrera 3.4 oz / 100 ml Edt spy cologne for men homme,Eau de Toilette,153.0,10.0,23.0,3519.0,man,17-5-2024,United States,California,Lynwood
Calvin Klein,Bleu Noir by Narciso Rodriguez 3.3 3.4 oz EDP Cologne for Men New In Box,Eau de Parfum,59.09,10.0,432.0,25526.88,man,21-5-2024,United States,New Jersey,Hackensack
Dolce & Gabbana,"Burberry HERO For Men Eau de Toilette EDT Sample Spray .05oz, 1.5ml",Eau de Toilette,7.95,5.0,254.0,2019.3,man,24-5-2024,United States,New Jersey,Phillipsburg
Giorgio Armani,Scandal by Roja Parfums 3.4 oz Eau De Parfum Cologne Spray for Men New in Box,Eau de Parfum,109.99,8.0,26.0,2859.74,man,04-5-2024,United States,California,Rowland Heights
Paco Rabanne,Paco Rabanne Men's 1 Million Royal Parfum Spray 1.7 oz Fragrances 3349668617043,Fragrances,68.61,3.0,10.0,686.1,man,23-5-2024,United States,New York,Brooklyn
Calvin Klein,Davidoff Cool Water All Over Body Spray 5 Oz / 150 ML NEW Damaged Can,Eau de Parfum,12.49,7.0,17.0,212.33,man,15-5-2024,United States,New Jersey,Princeton
Giorgio Armani,Topshelf Love Bombed- Pheromone Cologne for Men Attraction & Confidence (50 ml),Eau de Parfum,139.99,10.0,4.0,559.96,man,10-5-2024,United States,Texas,Houston
Carolina Herrera,212 MEN Carolina Herrera 3.4 oz EDT Cologne New Sealed,Eau de Toilette,39.99,10.0,52.0,2079.48,man,21-5-2024,United States,Michigan,Dexter
Carolina Herrera,Jean Paul Gaultier Le Male Cologne EDT 4.2oz Iconic Masculine Fragrance Allure,Eau de Toilette,48.99,10.0,30.0,1469.7,man,24-5-2024,United States,Michigan,Detroit
Ralph Lauren,Polo Blue by Ralph Lauren 4.2oz Men's Eau de Toilette Spray EDT New & Sealed Box,Eau de Toilette,33.99,8.0,89.0,3025.11,man,24-5-2024,United States,Michigan,Fenton
Versace,Versace Dylan Blue pour homme cologne for men EDT 6.7 oz 6.8 New in Box,Eau de Toilette,66.39,62.0,1819.0,120763.41,man,24-5-2024,United States,Texas,Dallas
Calvin Klein,Cool Water by Davidoff 4.2 oz EDT Cologne for Men New In Box,Eau de Toilette,26.9,10.0,264.0,7101.6,man,18-5-2024,United States,Washington,Centralia
Paco Rabanne,Invictus Paco Rabanne Made Stronger With Pheromones For Super Sexy Scent Trails!,Eau de Toilette,16.48,10.0,16.0,263.68,man,16-5-2024,United States,Georgia,Austell
Dolce & Gabbana,ARMAF CLUB DE NUIT INTENSE + MILESTONE + SILLAGE 1.0 oz 3PC SET + FREE SAMPLE,Eau de Parfum,65.0,10.0,485.0,31525.0,man,17-5-2024,United States,Texas,Houston
Carolina Herrera,Carolina Herrera 212 NYC Men's EDT 3.4 oz | Eau de Toilette Spray,Eau de Toilette,39.99,10.0,19.0,759.81,man,10-5-2024,United States,Michigan,Detroit
Giorgio Armani,YACHT MAN DENSE by Myrurgia cologne EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,9.21,202.0,3093.0,28486.53,man,02-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Brut Original EDT Cologne for Men 3.4 oz Brand New In Box,Eau de Toilette,13.89,9.0,48.0,666.72,man,22-5-2024,United States,New Jersey,Hackensack
Dolce & Gabbana,Odyssey Mandarin Sky Limited Edition EDP Perfume By Armaf 100ML🥇Top Fragrance🥇,Eau de Parfum,45.0,10.0,150.0,6750.0,man,15-5-2024,United States,California,San Diego
Calvin Klein,CK ONE BY CALVIN KLEIN 3.4/3.3 OZ EDT SPRAY FOR UNISEX NEW IN NO BOX SAME AS PIC,Eau de Toilette,21.95,3.0,189.0,4148.55,man,23-4-2024,United States,New York,New York
Dolce & Gabbana,Ed Hardy Hearts & Daggers 3.4 oz edt Cologne Spray for Men New in Box,Eau de Toilette,20.25,311.0,6633.0,134318.25,man,23-5-2024,United States,Texas,Dallas
Paco Rabanne,1 Million Men Cologne Handmade Stronger With Pheromones For Sexual Attraction!,Eau de Toilette,17.98,10.0,4.0,71.92,man,15-5-2024,United States,Georgia,Austell
Giorgio Armani,TOMMY by TOMMY HILFIGER Cologne for Men 0.5 oz Eau de Toilette Spray NEW AS PIC,Eau de Toilette,9.95,5.0,269.0,2676.55,man,21-5-2024,United States,United States, Beauty Maxima
Ralph Lauren,Halloween Man Hero by Jesus Del Pozo cologne EDT 4.2 oz New in Box,Eau de Toilette,28.11,7.0,542.0,15235.62,man,24-5-2024,United States,Texas,Dallas
Yves Saint Laurent,New Frederic Malle CARNAL FLOWER Dominique Ropion MINI Travel Spray .12oz/3.5ml,Eau de Parfum,16.85,4.0,16.0,269.6,man,20-5-2024,United States,New Hampshire,Nashua
Paco Rabanne,Coach Green by Coach cologne for men EDT 3.3 /3.4  oz New Tester,Eau de Toilette,39.99,13.0,35.0,1399.65,man,24-5-2024,United States,Texas,Melissa
Versace,DIOR HOMME COLOGNE EAU DE TOILETTE SPRAY 4.2 OZ / 125ML - READ DETAILS,Eau de Cologne,89.99,7.0,129.0,11608.71,man,22-5-2024,United States,New Jersey,Union
Giorgio Armani,PARIS HILTON edt Cologne Spray 3.4 oz 3.3 Men New in RETAIL Box,Eau de Toilette,25.49,16.0,2093.0,53350.57,man,13-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Dolce & Gabbana Pour Homme 4.2 oz D&G Cologne for Men Tester with Cap,Eau de Toilette,33.37,5.0,400.0,13348.0,man,23-5-2024,United States,New Jersey,Hackensack
Paco Rabanne,Invictus by Paco Rabanne 6.8 oz. Eau de Toilette Spray for Men. New. NO BOX,Eau de Toilette,64.99,10.0,313.0,20341.87,man,24-5-2024,United States,Texas,Katy
Giorgio Armani,Armani Code By Giorgio Armani 4.2 oz Mens Eau de Toilette Spray NEW & SEALED BOX,Eau de Toilette,39.99,8.0,26.0,1039.74,man,23-5-2024,United States,Alabama,Sterrett
Calvin Klein,Ck One by Calvin Klein Cologne Perfume Unisex 3.4 oz New In Box US STOCK,Eau de Parfum,21.27,10.0,30.0,638.1,man,09-5-2024,United States,California,Rowland Heights
Dolce & Gabbana,John Varvatos Oud 4.1/4.1 oz Eau De Parfum 100 ml Spray For Men,Eau de Parfum,79.99,10.0,17.0,1359.83,man,10-5-2024,United States,California,El Cajon
Dolce & Gabbana,Dolce & Gabbana Light Blue Men Cologne EDT 4.2oz Crisp Oceanic Scent Breeze,Eau de Toilette,29.99,6.0,10.0,299.9,man,24-5-2024,United States,Michigan,Detroit
Giorgio Armani,Giorgio Armani Code Men 4.2oz EDT Designer Fragrance Spray Elegant Sealed New,Eau de Toilette,38.25,5.0,8.0,306.0,man,23-5-2024,United States,Michigan,Romulus
Dolce & Gabbana,Taj Perfume 100 ML by Heaven Scents Arabian Fragrance made in Dubai  Perfuma,Eau de Parfum,139.99,4.0,46.0,6439.54,man,11-5-2024,United States,Illinois,Bridgeview
Lancôme,Fierce By Abercrombie & Fitch 6.7oz/200ml Men's Eau De Cologne Brand New ~Sealed,Eau de Cologne,49.49,10.0,463.0,22913.87,man,23-5-2024,United States,Michigan,Detroit
Versace,Sean John I Am King EDT Cologne Spray for Men 3.4 oz - New in Box,Eau de Toilette,24.99,10.0,116.0,2898.84,man,24-5-2024,United States,Florida,Miami
Ralph Lauren,Polo Cologne Intense by Ralph Lauren for men EDC 8.0 oz New in Box,Eau de Cologne,53.99,129.0,229.0,12363.71,man,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Gucci Guilty Pour Homme by Gucci cologne EDP 3.0 oz New Tester,Eau de Parfum,68.99,8.0,248.0,17109.52,man,17-5-2024,United States,Texas,Dallas
Paco Rabanne,Coach Blue 3.3 oz EDT eau de toilette spray Mens Cologne 100 ml NEW Tester,Eau de Toilette,29.99,10.0,286.0,8577.14,man,15-5-2024,United States,New Jersey,Edison
Versace,"50ML Savagery Pheromone Men Perfume, Pheromone Cologne for Men Attract Women",Eau de Parfum,11.99,10.0,51.0,611.49,man,18-5-2024,United States,California,Los Angeles
Paco Rabanne,Coach Green by Coach cologne for men EDT 3.3 /3.4  oz New Tester,Eau de Toilette,41.99,15.0,248.0,10413.52,man,24-5-2024,United States,Texas,Dallas
Yves Saint Laurent,Yves Saint Laurent L'Homme 3.3 oz Men's Eau de Parfum,Eau de Parfum,84.59,3.0,19.0,1607.21,man,23-5-2024,United States,New York,Brooklyn
Versace,Valentino Uomo Born In Roma 3.4.Oz /100ML Eau De Toilette Spray for Men,Eau de Toilette,75.99,2.0,8.0,607.92,man,24-5-2024,Hong Kong,California,Walnut
Carolina Herrera,212 MEN NYC by Carolina Herrera 3.4 fl oz EDT Cologne for Men New in Box,Eau de Toilette,39.99,10.0,207.0,8277.93,man,23-5-2024,United States,Michigan,Lincoln Park
Paco Rabanne,Terre D'Hermes by Hermes cologne for men EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,64.88,16.0,292.0,18944.96,man,20-5-2024,United States,Texas,Dallas
Paco Rabanne,Paco Rabanne 1 Million 3.4 oz Men's EDT Bold Signature Scent New,Eau de Toilette,49.99,5.0,21.0,1049.79,man,18-5-2024,United States,Michigan,Macomb
Dolce & Gabbana,Maritime Deep Blue by Tommy Bahama 4.2 oz Cologne for Men New in Box,Eau de Cologne,32.62,10.0,242.0,7894.04,man,23-5-2024,United States,New Jersey,Hackensack
Ralph Lauren,Polo Ralph Lauren 4.0 oz Cologne Intense Spray for Men 118 ml NIB,Eau de Parfum,37.59,10.0,78.0,2932.02,man,12-4-2024,United States,New Jersey,Edison
Ralph Lauren,Polo Red by Ralph Lauren 4.2 oz EDT Cologne for Men Brand New,Eau de Toilette,29.46,10.0,43.0,1266.78,man,22-5-2024,United States,New Jersey,Hackensack
Giorgio Armani,Giorgio Armani Aqua Di Gio Men's 3.4 oz EDT Classic Scent Brand New,Eau de Toilette,29.99,9.0,6.0,179.94,man,24-5-2024,United States,Michigan,Warren
Ralph Lauren,Polo Blue by Ralph Lauren Cologne for Men 4.2 oz Brand New,Eau de Toilette,31.99,9.0,35.0,1119.65,man,24-5-2024,United States,New Jersey,Hackensack
Giorgio Armani,L'homme Lacoste Intense by Lacoste cologne EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,32.5,40.0,634.0,20605.0,man,10-5-2024,United States,Texas,Dallas
Giorgio Armani,Armani Acqua Di Gio 6.7 oz Men's EDT Iconic Aquatic Fragrance Sealed,Eau de Toilette,48.95,6.0,40.0,1958.0,man,22-5-2024,United States,Kentucky,Fourmile
Ralph Lauren,Lalique Pour Homme Lion / Lalique EDP Spray 4.2 oz (m),Eau de Parfum,27.25,3.0,24.0,654.0,man,22-5-2024,United States,New York,Brooklyn
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray brand new.,Eau de Toilette,27.5,3.0,18.0,495.0,man,22-5-2024,United States,Michigan,Warren
Lancôme,Afnan Men's Modest Une Pour Homme EDP Spray 3.4 oz Fragrances 6290171001966,Eau de Parfum,24.43,3.0,16.0,390.88,man,23-5-2024,United States,New York,Brooklyn
Giorgio Armani,Giorgio Armani Acqua Di Gio Parfum 4.2 oz / 125 ml Refillable Spray For Men,Eau de Parfum,128.99,10.0,9.0,1160.91,man,21-5-2024,United States,New York,New York
Giorgio Armani,"Drakkar Noir by Guy Laroche, 2.6oz Intense Cooling Deodorant Stick Men",Eau de Parfum,15.95,10.0,257.0,4099.15,man,24-3-2024,United States,New York,Hicksville
Paco Rabanne,Spicebomb Night Vision by Viktor & Rolf cologne men EDT 3 / 3.0 oz New in Box,Eau de Toilette,68.99,7.0,27.0,1862.73,man,22-5-2024,United States,Texas,Melissa
Ralph Lauren,ZARA Sunrise On The Red Sand Dunes (Mylene Alran) 3.4oz (100ml) EDP Spray SEALED,Eau de Parfum,58.95,5.0,12.0,707.4,man,23-5-2024,United States,New Jersey,Englewood
Dolce & Gabbana,Armaf Odyssey Mandarin Sky Eau de Parfum for Men 3.4 Oz / 100ml,Eau de Parfum,33.99,22.0,2.0,67.98,man,19-5-2024,United States,Florida,Miami
Yves Saint Laurent,Kenzo Homme 3.7 oz/ 110 ml Eau de Toilette Intense Spray for Men. New Sealed Box,Eau de Toilette,47.99,10.0,165.0,7918.35,man,24-5-2024,United States,Texas,Katy
Ralph Lauren,Mercedes-Benz Men's Mercedes-Benz Club Black EDT 3.4 oz Fragrances 3595471041197,Eau de Toilette,49.81,3.0,15.0,747.15,man,22-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Club De Nuit Intense (Limited Edition) Armaf men Pure Parfum 3.6 oz New in Box,Eau de Parfum,62.99,3.0,61.0,3842.39,man,23-5-2024,United States,Texas,Melissa
