brand,title,type,price,available,sold,total_amount,genre,lastUpdate,country,state,city
Paco Rabanne,PACO RABANNE pour homme Cologne for Men EDT  3.3 / 3.4 oz New Tester,Eau de Toilette,28.93,44.0,4764.0,137822.52,man,22-5-2024,United States,Texas,Dallas
Dolce & Gabbana,L'EAU D'ISSEY By Issey Miyake cologne for him EDT 6.7 / 6.8 oz New in Box,Eau de Toilette,54.92,124.0,2465.0,135377.8,man,24-5-2024,United States,Texas,Dallas
Ralph Lauren,POLO GREEN by Ralph Lauren 4.0 oz 4 Cologne EDT Men GREEN New in Box & Sealed,Eau de Toilette,34.99,7.0,17.0,594.83,man,23-5-2024,United States,Michigan,Highland Park
Calvin Klein,Eternity Flame by Calvin Klein 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,25.98,10.0,1536.0,39905.28,man,24-5-2024,United States,New Jersey,Hackensack
Paco Rabanne,"Savage for Men- 3.4 Oz Men's Eau De Toilette . Men's Casual Cologne, not Sauvage",Eau de Toilette,10.99,10.0,1044.0,11473.56,man,18-5-2024,United States,Texas,Katy
Giorgio Armani,Giorgio Armani Acqua Di Gio EDT 3.4 oz Fresh Aquatic Men's Cologne,Eau de Toilette,29.99,9.0,204.0,6117.96,man,23-5-2024,United States,Michigan,Farmington
Versace,Versace Pour Homme Signature by Versace 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,44.94,10.0,21310.0,957671.4,man,23-5-2024,United States,New Jersey,Hackensack
Versace,Valentino Uomo Born in Roma Intense 10ml Spray For Men .,Eau de Parfum,18.99,10.0,8.0,151.92,man,20-5-2024,United States,Florida,Miami
Calvin Klein,HUGO BOSS BOTTLED NIGHT EAU DE TOILETTE NATURAL SPRAY 1.6 OZ - BOXED,Eau de Toilette,17.95,10.0,75.0,1346.25,man,02-4-2024,United States,Iowa,Des Moines
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Cologne NEW & SEALED,Eau de Toilette,29.95,6.0,1484.0,44445.8,man,23-5-2024,United States,Michigan,Warren
Ralph Lauren,Polo Green by Ralph Lauren EDT for Men 4.0 oz - 118 ml NEW IN BOX SEALED,Eau de Toilette,36.99,9.0,257.0,9506.43,man,24-5-2024,United States,Nevada,Laughlin
Dolce & Gabbana,Mont Blanc Legend by Mont Blanc cologne for men EDP 3.3 / 3.4 oz New In Box,Eau de Parfum,36.81,207.0,1234.0,45423.54,man,24-5-2024,United States,Texas,Dallas
Unbranded,Dossier Aromatic Watermelon Eau de Parfum. Size: 50ml / 1.7oz,Eau de Parfum,15.0,10.0,12.0,180.0,man,19-5-2024,United States,California,Los Angeles
Ralph Lauren,Polo Blue by Ralph Lauren EDT for Men 6.7oz - 200ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,10.0,243.0,12147.57,man,12-3-2024,United States,Florida,Miami
Giorgio Armani,BHARARA KING men 3.4 Oz Eau de Parfum spray NEW IN BOX,Eau de Parfum,53.99,9.0,512.0,27642.88,man,24-5-2024,United States,Texas,Melissa
Dolce & Gabbana,Tommy Bahama St. Kitts / Tommy Bahama Cologne Spray 3.4 oz (100 ml) (M),Eau de Cologne,22.98,3.0,18.0,413.64,man,23-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Starwalker by Mont Blanc 2.5 oz EDT Cologne for Men Brand New Tester,Eau de Toilette,22.24,10.0,1424.0,31669.76,man,24-5-2024,United States,New Jersey,Hackensack
Dolce & Gabbana,Dolce & Gabbana Light Blue Men 4.2 oz Eau De Toilette Spray Brand New Sealed!!,Eau de Toilette,28.5,6.0,566.0,16131.0,man,23-5-2024,United States,Michigan,Grand Rapids
Dolce & Gabbana,ARMAF VENTANA MARINE EDP 3.4 OZ / 100 ML FOR MEN (NIB) SEALED,Eau de Parfum,29.0,3.0,57.0,1653.0,man,20-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Paul Sebastian PS Cologne Spray 4.0 / 4 oz EDC For Men New tester,Eau de Cologne,17.12,310.0,597.0,10220.64,man,24-5-2024,United States,Texas,Dallas
Versace,Halloween Men's Man Mystery EDP 4.2 oz (Tester) Fragrances 8431754008615,Fragrances,30.07,3.0,25.0,751.75,man,23-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Jaipur Homme / Boucheron EDP Spray 3.4 oz (m) (100 ml),Eau de Parfum,32.89,3.0,61.0,2006.29,man,24-5-2024,United States,New York,Brooklyn
Unbranded,Mugler Cologne Come Together by Thierry Mugler 3.3 oz EDT Spray in Sealed Box,Eau de Toilette,59.99,10.0,221.0,13257.79,man,23-5-2024,United States,Texas,Katy
Dolce & Gabbana,Jo Malone Cypress & Grapevine by Jo Malone Cologne Intense Spray 1.7 oz for Men,Eau de Parfum,63.99,2.0,6.0,383.94,man,21-5-2024,United States,Illinois,Harwood Heights
Dolce & Gabbana,Dolce & Gabbana Pour Homme Men's EDT Cologne 4.2 Oz New in Box,Eau de Toilette,38.99,5.0,40.0,1559.6,man,21-5-2024,United States,Michigan,Detroit
Giorgio Armani,Giorgio Armani Aqua Di Gio Men's 3.4 oz EDT Classic Scent Brand New,Eau de Toilette,29.99,6.0,233.0,6987.67,man,23-5-2024,United States,Michigan,Macomb
Ralph Lauren,L'EAU D'ISSEY by ISSEY MIYAKE  Cologne for Men 6.7 oz  NEW IN BOX,Eau de Toilette,54.91,10.0,2206.0,121131.46,man,24-5-2024,United States,New Jersey,Hackensack
Dolce & Gabbana,Herod by Parfums de Marly 2.5 oz EDP Cologne for Men New In Box,Eau de Parfum,124.96,10.0,151.0,18868.96,man,19-5-2024,United States,New Jersey,Hackensack
Yves Saint Laurent,Khadlaj Karus Blu Spice 3.4 EDP New 🆕,Eau de Parfum,54.86,3.0,4.0,219.44,man,23-5-2024,United States,New York,Brooklyn
Paco Rabanne,Terre D'hermes by Hermes EDT for Men Spray 6.7 oz / 200 ml *NEW IN SEALED BOX*,Eau de Toilette,99.99,10.0,65.0,6499.35,man,12-3-2024,United States,Florida,Miami
Ralph Lauren,Polo Double Black 4.2 oz by Ralph Lauren Mens Eau De Toilette Spray New & Sealed,Eau de Toilette,44.99,6.0,14.0,629.86,man,21-5-2024,United States,Michigan,Warren
Calvin Klein,Louis Vuitton Imagination Eau De Parfum Sample Spray - 2ml/0.06oz,Eau de Parfum,21.95,10.0,448.0,9833.6,man,23-5-2024,United States,Texas,Pearland
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray New & Sealed,Eau de Toilette,29.99,10.0,588.0,17634.12,man,24-5-2024,United States,Michigan,Detroit
Dolce & Gabbana,"Aventus by Creed, 3.3 oz Millesime EDP Spray for Men",Eau de Parfum,259.09,10.0,456.0,118145.04,man,24-5-2024,United States,New Jersey,Edison
Versace,Hermes Men's Terre d'Hermes EDT Spray 0.42 oz Fragrances 3346130013426,Fragrances,19.73,3.0,20.0,394.6,man,24-5-2024,United States,New York,Brooklyn
Ralph Lauren,Ralph Lauren Polo Black 4.2 oz Men's EDT Cologne New Sealed,Eau de Toilette,31.99,5.0,56.0,1791.44,man,23-5-2024,United States,Michigan,Ecorse
Dolce & Gabbana,Dolce & Gabbana Light Blue Men 4.2 oz Eau De Toilette Spray Brand New Sealed,Eau de Toilette,28.79,9.0,45.0,1295.55,man,23-5-2024,United States,Michigan,Detroit
Yves Saint Laurent,YSL Yves Saint Laurent Y Eau de Perfume Spray Cologne For Men 3.3 oz 100ML,Eau de Parfum,46.99,2.0,3.0,140.97,man,24-5-2024,United States,New York,New City
Versace,mini cologne Versace Pour Homme for Men Brand New In Box,Eau de Toilette,8.84,10.0,9410.0,83184.4,man,23-5-2024,United States,New Jersey,Hackensack
Carolina Herrera,Jean Paul Gaultier Le Male LE PARFUM 4.2 oz. Eau de Parfum INTENSE Spray. NO BOX,Eau de Parfum,94.99,10.0,1024.0,97269.76,man,24-5-2024,United States,Texas,Katy
Yves Saint Laurent,Y By Yves Saint Laurent LE PARFUM for Men 3.3 oz / 100 ml *NEW IN BOX*,Eau de Parfum,94.99,10.0,581.0,55189.19,man,14-5-2024,United States,Florida,Miami
Yves Saint Laurent,LA NUIT DE L'HOMME by Yves Saint Laurent cologne EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,70.66,199.0,720.0,50875.2,man,24-5-2024,United States,Texas,Dallas
Versace,Chanel Allure Homme Sport Eau Extreme 3.4oz 100ml New Authentic TES TER Bottle,Eau de Parfum,129.0,3.0,11.0,1419.0,man,21-5-2024,United States,Texas,Houston
Carolina Herrera,Le Male by Jean Paul Gaultier 4.2 fl oz EDT Cologne for Men Brand New In Box,Eau de Toilette,51.99,10.0,248.0,12893.52,man,24-5-2024,United States,Michigan,Detroit
Giorgio Armani,"Elysium by Roja Parfums, 3.4 oz Parfum Cologne Spray for Men",Eau de Parfum,202.95,2.0,18.0,3653.1,man,24-5-2024,United States,New Jersey,Edison
Lancôme,Maison Alhambra Men's Salvo Intense EDP 3.4 oz Fragrances 6291108733486,Fragrances,19.73,3.0,18.0,355.14,man,24-5-2024,United States,New York,Brooklyn
Ralph Lauren,"Brioni Intense by Brioni, 3.4 oz EDP Spray for Men",Eau de Parfum,57.46,10.0,202.0,11606.92,man,24-5-2024,United States,New Jersey,Edison
Carolina Herrera,LE MALE BY JEAN PAUL GAULTIER 4.2 FL OZ EAU DE TOILETTE SPRAY MEN'S NEW & SEALED,Eau de Toilette,45.49,2.0,116.0,5276.84,man,24-5-2024,United States,Ohio,Cincinnati
Dolce & Gabbana,Vintage Penhaligon's London Sartorial EDT 10ML Sprayer,Eau de Toilette,55.0,4.0,1.0,55.0,man,20-5-2024,United States,Florida,Melbourne
Versace,Dior SAUVAGE by Christian Dior EDT Men 100 ml 3.4 oz BRAND NEW & SEALED BOX,Eau de Toilette,84.99,9.0,16.0,1359.84,man,24-5-2024,United States,Michigan,Warren
Calvin Klein,CURVE for Men by Liz Claiborne 4.2 oz edt Cologne Spray New in Can / TIN,Eau de Toilette,27.03,101.0,1337.0,36139.11,man,21-5-2024,United States,Texas,Dallas
Versace,NEW Men's EDT Bvlgari Pour Homme Eau De Toilette Spray 3.4 fl oz Sealed in Box,Eau de Toilette,45.69,8.0,31.0,1416.39,man,15-5-2024,Hong Kong,Texas,Houston
Unbranded,1/2PCS 50ml Men's Pheromone-Cupid Infused Perfume- Hypnosis Cologne Fragrances,Eau de Parfum,12.98,10.0,103.0,1336.94,man,24-5-2024,United States,New Jersey,Perth Amboy
Dolce & Gabbana,Yeah! By Maison Alhambra  3.4/3.3 oz Edp Spray For Men New In Box,Eau de Parfum,25.7,10.0,72.0,1850.4,man,12-4-2024,United States,New York,New York
Ralph Lauren,Ralph Lauren Polo Blue Men's 4.2 oz 125 ml Eau De Toilette Spray New Sealed,Eau de Toilette,32.0,4.0,445.0,14240.0,man,23-5-2024,United States,New York,Bethpage
Dolce & Gabbana,Joop! Men's JOOP! Homme Le Parfum EDP Spray 4.2 oz Fragrances 3616303040512,Fragrances,38.53,3.0,33.0,1271.49,man,23-5-2024,United States,New York,Brooklyn
Versace,Versace Pour Homme by Versace EDT for Men 3.4 oz / 100 ml  *NEW*,Eau de Toilette,37.99,10.0,26.0,987.74,man,01-3-2024,United States,Florida,Miami
Versace,"Chanel Bleu De Chanel PARFUM Pour Homme Men's Sample Spray .05oz, 1.5ml",Eau de Parfum,13.89,3.0,239.0,3319.71,man,24-5-2024,United States,New Jersey,Phillipsburg
Versace,Ted Lapidus Men's Poker Face EDT 3.4 oz Fragrances 3355992008341,Fragrances,28.65,3.0,9.0,257.85,man,22-5-2024,United States,New York,Brooklyn
Paco Rabanne,Paco Rabanne Invictus 3.4oz Eau de Toilette Men's Cologne Sealed,Eau de Toilette,39.99,10.0,16.0,639.84,man,23-5-2024,United States,Michigan,Ecorse
Ralph Lauren,"Polo Black by Ralph Lauren 4.2 Oz / 125 Ml – Men's EDT, Original Sealed Box",Eau de Toilette,31.99,6.0,44.0,1407.56,man,24-5-2024,United States,Michigan,Dearborn
Unbranded,Hawas for Men Eau De Parfum - 100ML (3.4 oz) by Rasasi Y1,Eau de Parfum,54.99,2.0,6.0,329.94,man,24-5-2024,United States,California,Los Angeles
Unbranded,"Cupid Hypnosis Cologne For Men Cupid Fragrances for Men, Cupid Cologne for Men--",Eau de Parfum,15.99,10.0,62.0,991.38,man,21-5-2024,United States,California,Los Angeles
Paco Rabanne,Paco Rabanne Invictus 3.4 oz EDT Sporty Men's Cologne Energizing Scent Sealed,Eau de Toilette,39.99,10.0,118.0,4718.82,man,17-5-2024,United States,Michigan,Southgate
Dolce & Gabbana,"Light Blue Eau Intense by Dolce & Gabbana, 6.7 oz EDP Spray for Men",Eau de Parfum,69.02,10.0,370.0,25537.4,man,24-5-2024,United States,New Jersey,Edison
Unbranded,Dossier Musky Oakmoss Eau de Parfum Natural Fragrance 1.7 Oz Cologne New no Box,Eau de Parfum,22.99,10.0,52.0,1195.48,man,17-5-2024,United States,New Jersey,Bogota
Giorgio Armani,6 - AXE Fragrance Premium Body Spray 1 oz - Black Vanilla + $3 OFF Retail,Eau de Parfum,11.99,5.0,15.0,179.85,man,08-5-2024,United States,Texas,Euless
Dolce & Gabbana,"Dolce & Gabbana Light Blue for Men - Invigorating 4.2oz EDT Spray, New",Eau de Toilette,29.99,7.0,51.0,1529.49,man,22-5-2024,United States,Michigan,Dearborn Heights
Carolina Herrera,Azzaro Pour Homme by Azzaro cologne EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,18.1,84.0,210.0,3801.0,man,21-5-2024,United States,Texas,Dallas
Calvin Klein,Calvin Klein Eternity Air 3.4 oz EDT spray mens cologne 100ml NIB,Eau de Toilette,28.99,10.0,124.0,3594.76,man,05-5-2024,United States,New Jersey,Edison
Yves Saint Laurent,Y by Yves Saint Laurent cologne for men EDT 3.3 / 3.4 oz New,Eau de Toilette,57.17,7.0,210.0,12005.7,man,24-5-2024,United States,Texas,Dallas
Ralph Lauren,"Polo Red by Ralph Lauren Men's 6.7oz EDT - Vibrant Scent, Sealed New",Eau de Toilette,44.49,5.0,4.0,177.96,man,18-5-2024,United States,Kentucky,Flat Lick
Lancôme,Afnan Men's Supremacy In Heaven EDP Spray 3.38 oz/100ML (Tester) Fragrances,Fragrances,23.49,3.0,14.0,328.86,man,23-5-2024,United States,New York,Brooklyn
Giorgio Armani,Giorgio Armani Acqua Di Gio 3.4 oz Men's Eau de Toilette Spray New & Sealed Box,Eau de Toilette,29.99,10.0,179.0,5368.21,man,24-5-2024,United States,Michigan,Ecorse
Ralph Lauren,*Brand New 2024 Release* POLO 67 by Ralph Lauren - 10ML Travel Sample - Nice!!!!,Eau de Toilette,22.99,6.0,14.0,321.86,man,12-5-2024,United States,New York,Brooklyn
Versace,"Versace 4pc Miniature Gift Set for Men Eau Fraiche, Dylan Blue, Eros, Pour Homme",Eau de Parfum,29.19,10.0,1787.0,52162.53,man,24-5-2024,United States,Florida,Miami
Dolce & Gabbana,AB SPIRIT MILLIONAIRE by Lomani men 3.3 oz 3.4 edt cologne NEW IN BOX,Eau de Toilette,16.39,31.0,1630.0,26715.7,man,24-5-2024,United States,Texas,Dallas
Versace,King of Kings Royal Blue Parfum 3.4 oz for Men is a wonderful men's fragrance,Eau de Parfum,79.99,7.0,43.0,3439.57,man,21-5-2024,United States,New Jersey,North Brunswick
Versace,New 2024 Sexy Cologne Cupid Hypnosis Long Lasting Pheromone Perfume for Men US !,Eau de Parfum,7.96,10.0,38.0,302.48,man,22-2-2024,United States,California,San Francisco
Paco Rabanne,1 Million by Paco Rabanne 3.4 Fl oz / 100 ml PARFUM Spray Men's New & Sealed,Eau de Parfum,69.99,9.0,2.0,139.98,man,24-5-2024,United States,Michigan,Warren
Carolina Herrera,Carolina Herrera 212 Men NYC EDT 3.4oz Luxury Men's Fragrance Sealed,Eau de Toilette,39.99,6.0,25.0,999.75,man,23-5-2024,United States,Michigan,Detroit
Lancôme,Supremacy in Heaven by Afnan 3.4 oz EDP Cologne for Men New In Box,Eau de Parfum,25.86,13.0,55.0,1422.3,man,21-5-2024,United States,Texas,Melissa
Ralph Lauren,Polo Red Intense by Ralph Lauren 2.5 oz / 75 ml Edp spy cologne for men homme,Eau de Parfum,89.25,10.0,39.0,3480.75,man,17-5-2024,United States,California,Lynwood
Versace,Dior Sauvage Eau de Toilette 3.4 Oz 100ml Brand New Sealed In box Free,Eau de Toilette,84.99,9.0,13.0,1104.87,man,22-5-2024,United States,Michigan,Warren
Dolce & Gabbana,Burberry Touch by Burberry EDT Cologne for Men 3.3 / 3.4 oz Brand New Tester,Eau de Toilette,28.25,10.0,12583.0,355469.75,man,24-5-2024,United States,New Jersey,Hackensack
Versace,Dior SAUVAGE by Christian Dior EDT Men 100 ml 3.4 oz BRAND NEW & SEALED BOX,Eau de Toilette,84.99,10.0,51.0,4334.49,man,06-5-2024,United States,Michigan,Sterling Heights
Lancôme,Abercrombie & Fitch Fierce 3.4 oz /100ml Eau De Cologne For Men Brand New Sealed,Eau de Cologne,38.99,10.0,919.0,35831.81,man,24-5-2024,United States,Michigan,Detroit
Versace,Rue 21 CJ Black Cologne Spray  1.7 fl. Oz  New Without Box,Eau de Cologne,25.0,4.0,22.0,550.0,man,24-5-2024,United States,Virginia,Chesapeake
Unbranded,Givenchy Gentleman 3.3oz.Eau de Toilette INTENSE Spray for Men New in Sealed Box,Eau de Toilette,39.99,5.0,18.0,719.82,man,05-5-2024,Hong Kong,United States,California
Dolce & Gabbana,Roja Dove Harrods Aoud Parfum Cologne 3.4oz 100ml For Unisex New In Box,Eau de Parfum,129.99,6.0,25.0,3249.75,man,05-5-2024,United States,California,Pomona
Dolce & Gabbana,Creed Aventus Men Eau De Parfum Vial Spray SIZE 2.5 ml On Card NEW,Eau de Parfum,15.99,10.0,655.0,10473.45,man,19-5-2024,United States,New York,New York
Yves Saint Laurent,New Yves Saint Laurent Y Intense Eau De Parfum EDP Spray for Men 3.3 oz/100 ml,Eau de Parfum,46.48,8.0,7.0,325.36,man,24-5-2024,China,"Texas,HongKong",Houston
Paco Rabanne,Raghba For Man EDP Spray 100Ml (3.4 Fl.OZ)+Free Deodorant Spray By Lattafa,Eau de Parfum,18.99,10.0,139.0,2639.61,man,22-5-2024,United States,Virginia,Falls Church
Calvin Klein,Louis Vuitton Ombre Nomade Eau De Parfum Sample Spray - 2ml/0.06oz,Eau de Parfum,22.95,9.0,647.0,14848.65,man,21-4-2024,United States,Texas,Pearland
Giorgio Armani,"BHARARA KING PURE PARFUM BY BHARARA 3.4 FOR MEN, new launch 2023",Eau de Parfum,71.49,4.0,31.0,2216.19,man,22-5-2024,United States,Texas,Melissa
Calvin Klein,Cool Water by Davidoff 4.2 oz Eau De Toilette Spray Cologne for Men New In Box,Eau de Toilette,24.49,4.0,71.0,1738.79,man,24-5-2024,United States,Nevada,Las Vegas
Unbranded,SEALED NEW CUPID HYPNOSIS MEN’S PHEROMONE COLOGNE 1.7 OZ | MEET MORE HOT WOMEN🔥,Eau de Parfum,15.99,10.0,7.0,111.93,man,22-5-2024,United States,Texas,Houston
Ralph Lauren,Polo Blue by Ralph Lauren 4.2 oz / 125ml EDT Spray Cologne For Men NEW & SEALED,Eau de Toilette,34.99,10.0,457.0,15990.43,man,21-5-2024,United States,Michigan,Detroit
Paco Rabanne,Dr. Squatch Fireside Bourbon Natural Cologne Made in USA FULL SIZE NEW !,Eau de Cologne,41.99,10.0,15.0,629.85,man,02-5-2024,United States,Virginia,Fredericksburg
Dolce & Gabbana,Al Wataniah Kayaan Classic 3.4oz EDP,Eau de Parfum,35.0,10.0,36.0,1260.0,man,30-4-2024,United States,New Jersey,Englewood Cliffs
Paco Rabanne,"Hermes Terre D'Hermes Parfum Pure Perfume Sample Spray .06oz, 2ml New in Card",Eau de Parfum,8.49,5.0,131.0,1112.19,man,24-5-2024,United States,New Jersey,Phillipsburg
Ralph Lauren,Ralph Lauren Polo Black 4.2 oz EDT Sophisticated Men's Cologne Sealed Box,Eau de Toilette,31.99,10.0,103.0,3294.97,man,19-5-2024,United States,Michigan,Southgate
Dolce & Gabbana,Gucci Guilty Cologne for Men EDT 3oz Luxurious Daring Adventure,Eau de Parfum,49.99,10.0,78.0,3899.22,man,24-5-2024,United States,Michigan,Detroit
Dolce & Gabbana,Burberry Touch for Men 3.4oz EDT Cologne New in Box,Eau de Toilette,30.95,6.0,36.0,1114.2,man,24-5-2024,United States,Michigan,Dearborn Heights
Yves Saint Laurent,Aramis EDT 3.7 oz Cologne for Men,Eau de Toilette,19.99,3.0,8.0,159.92,man,21-5-2024,United States,Tennessee,Oneida
Dolce & Gabbana,Version Prada Luna Rossa carbon /ATTITUDE NOIR FOR MEN 3.4 OZ FO,Eau de Parfum,19.99,10.0,122.0,2438.78,man,28-4-2024,United States,New Jersey,North Brunswick
Versace,Versace Eros for Men 3.4 fl oz Eau de Toilette Spray,Eau de Toilette,39.99,3.0,4.0,159.96,man,24-5-2024,United States,New Jersey,Egg Harbor Township
Giorgio Armani,Armani Code by Giorgio Armani 2.5 oz EDT Cologne for Men New In Box,Eau de Toilette,38.25,10.0,363.0,13884.75,man,23-5-2024,United States,Michigan,Ecorse
Giorgio Armani,Giorgio Armani Acqua Di Gio 6.7 oz / 200 ml Men's Eau de Toilette Spray,Eau de Toilette,48.95,10.0,969.0,47432.55,man,23-5-2024,United States,Michigan,Detroit
Carolina Herrera,Azzaro The Most Wanted for Men 3.4 fl oz Eau de Parfum Intense Spray,Eau de Parfum,93.05,3.0,21.0,1954.05,man,23-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,Armaf Odyssey EDP Spray Men 3.4 oz,Eau de Parfum,27.5,10.0,427.0,11742.5,man,24-5-2024,United States,New Jersey,Edison
Paco Rabanne,COACH NEW YORK by Coach cologne for men EDT 3.3 / 3.4 oz New In Box,Eau de Toilette,36.15,487.0,7592.0,274450.8,man,24-5-2024,United States,Texas,Dallas
Ralph Lauren,Polo Green SET by Ralph Lauren EDT for Men 4.0 oz - 118 ml /15ml *NEW IN BOX*,Eau de Toilette,44.99,10.0,27.0,1214.73,man,08-5-2024,United States,Florida,Miami
Dolce & Gabbana,Jovan Sex Appeal By Coty Men 3.0 3 oz 88 ml *Cologne* Spray New in Box,Eau de Cologne,16.9,4.0,34.0,574.6,man,07-5-2024,United States,California,Midway City
Carolina Herrera,Azzaro The Most Wanted Men's Eau de Parfum Intense Sprays 1.5ml /0.05oz X 2,Eau de Parfum,9.99,10.0,19.0,189.81,man,17-5-2024,United States,California,San Gabriel
Calvin Klein,Ck One by Calvin Klein Eau de Toilette 3.3 fl oz  100 ml Brand New Free Shipping,Eau de Toilette,19.99,3.0,4.0,79.96,man,23-5-2024,United States,Nevada,Las Vegas
Dolce & Gabbana,Armaf club de nuit UNTOLD 105ml/3.6oz Eau de Parfum Unisex Spray - New | Sealed,Eau de Parfum,43.45,10.0,955.0,41494.75,man,17-5-2024,United States,Texas,Houston
Dolce & Gabbana,BHARARA KING Eau de Parfum EDP for Men 6.7 OZ - 200ML NEW IN BOX SEALED,Eau de Parfum,78.99,10.0,142.0,11216.58,man,03-5-2024,United States,Florida,Miami
Paco Rabanne,Lattafa Men's Ramz Silver EDP Spray 3.38 oz Fragrances 6291106066722,Eau de Parfum,25.79,3.0,11.0,283.69,man,23-5-2024,United States,New York,Brooklyn
Ralph Lauren,LANVIN L'Homme by Lanvin Cologne L Homme for Men 3.4 oz EDT New in Box,Eau de Toilette,17.99,138.0,1955.0,35170.45,man,24-5-2024,United States,Texas,Dallas
Yves Saint Laurent,Y By Yves Saint Laurent LE PARFUM 3.3 oz / 100 ml Spray New & Sealed In Box,Eau de Parfum,60.99,2.0,16.0,975.84,man,24-5-2024,United States,Texas,Houston
Versace,Versace Dylan Blue by Gianni Versace 3.4 oz EDT Cologne for Men New Tester,Eau de Toilette,41.98,66.0,4234.0,177743.32,man,23-5-2024,United States,Texas,Dallas
Paco Rabanne,COOL WATER Cologne by Davidoff 2.5 oz eau de toilette Spray New in Sealed Box,Eau de Toilette,19.9,10.0,294.0,5850.6,man,02-5-2024,United States,New York,Rochester
Calvin Klein,Salvatore Ferragamo Acqua Essenziale Eau De Toilette Spray for Men 3.4 oz,Eau de Toilette,23.0,6.0,9.0,207.0,man,13-5-2024,United States,California,Glendora
Dolce & Gabbana,Tag - Him Pour Homme by Armaf cologne EDP 3.3 / 3.4 oz New in Box,Eau de Toilette,21.15,95.0,739.0,15629.85,man,15-5-2024,United States,Texas,Dallas
Lancôme,Givenchy Gentleman 3.3oz.Eau de Toilette INTENSE Spray for Men New in Sealed Box,Eau de Parfum,59.0,10.0,601.0,35459.0,man,24-5-2024,United States,Texas,Katy
Versace,Individuel by Mont Blanc 2.5 oz EDT Cologne for Men New In Box,Eau de Toilette,25.81,95.0,1424.0,36753.44,man,24-5-2024,United States,Texas,Dallas
Versace,Versace Men's The Dreamer EDT Spray 3.4 oz (Tester) Fragrances 8011003997848,Eau de Toilette,23.49,3.0,25.0,587.25,man,23-5-2024,United States,New York,Brooklyn
Giorgio Armani,Acqua Di Gio Giorgio Armani For Men PARFUM 0.5 Fl Oz 15Ml. Travel Size Spray New,Eau de Parfum,25.95,10.0,280.0,7266.0,man,12-5-2024,United States,Texas,Stafford
Yves Saint Laurent,YSL La Nuit De L’Homme Bleu Electrique EDT INTENSE 3.3 oz / 100 ml New & Sealed,Eau de Toilette,144.99,10.0,145.0,21023.55,man,24-5-2024,United States,Texas,Katy
Calvin Klein,Euphoria by Calvin Klein 3.4 oz EDT Cologne for Men New In Box,Eau de Toilette,32.98,10.0,4427.0,146002.46,man,23-5-2024,United States,New Jersey,Hackensack
Calvin Klein,Curve Cologne for Men by Liz Claiborne  6.7 / 6.8 oz Spray EDC New in Box,Eau de Cologne,33.99,155.0,6634.0,225489.66,man,22-5-2024,United States,Texas,Dallas
Dolce & Gabbana,"Explorer by Mont Blanc, 6.7 oz EDP Spray for Men",Eau de Parfum,62.09,10.0,125.0,7761.25,man,22-5-2024,United States,New Jersey,Edison
Dolce & Gabbana,Sculpture Homme by Nikos 3.4 oz EDT Cologne for Men Brand New Tester,Eau de Toilette,12.23,10.0,1128.0,13795.44,man,22-5-2024,United States,New Jersey,Hackensack
Versace,Legend Red by Mont Blanc cologne for men EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,31.29,40.0,349.0,10920.21,man,24-5-2024,United States,Texas,Dallas
Yves Saint Laurent,Lanuit De Lhomme by Ysl EDT Spray 3.3 oz (100 ml) (m),Eau de Toilette,69.55,3.0,16.0,1112.8,man,23-5-2024,United States,New York,Brooklyn
Unbranded,1/2PCS 50ml Men's Pheromone-Cupid Infused Perfume- Hypnosis Cologne Fragrances,Eau de Parfum,14.6,5.0,94.0,1372.4,man,22-5-2024,Canada,Ontario,Toronto
Dolce & Gabbana,Lucianno California Vibe M 100ml Boxed,Eau de Parfum,66.0,10.0,21.0,1386.0,man,24-5-2024,Canada,Ontario,Scarborough
Paco Rabanne,Spicebomb Extreme by Viktor & Rolf 3.04 oz EDP Cologne for Men New In Box,Eau de Parfum,86.72,10.0,1296.0,112389.12,man,23-5-2024,United States,New Jersey,Hackensack
Dolce & Gabbana,PS by Paul Sebastian Cologne for Men 8 / 8.0 oz Brand New In Box,Eau de Parfum,26.1,4.0,4934.0,128777.4,man,24-5-2024,United States,New Jersey,Hackensack
Ralph Lauren,Ralph Lauren Polo Black 4.2 oz / 125 ml Eau De Toilette Spray For Men Brand New!,Eau de Toilette,28.2,8.0,24.0,676.8,man,21-5-2024,United States,Michigan,Hamtramck
Ralph Lauren,HALLOWEEN MAN J. Del Pozo cologne edt 4.2 oz NEW IN BOX,Eau de Toilette,27.4,52.0,397.0,10877.8,man,21-5-2024,United States,Texas,Dallas
