brand,title,type,price,available,sold,total_amount,genre,lastUpdate,country,state,city
Dolce & Gabbana,Jo Malone Myrrh & Tonka Cologne Intense Spray Women's Eau de  - 3.4 fl oz/100ml,Eau de Cologne,95.99,10.0,30.0,2879.7,woman,08-5-2024,United States,Nevada,Las Vegas
Ralph Lauren,NIB Philosophy Pure Grace 2oz  EDT Women's Perfume New Authentic,Eau de Parfum,30.17,10.0,441.0,13304.97,woman,21-5-2024,United States,Minnesota,Alexandria
Lancôme,Maison Alhambra Ladies La Vita Bella Intensa EDP 3.4 oz Fragrances 6291108735954,Fragrances,18.79,3.0,22.0,413.38,woman,23-5-2024,United States,New York,Brooklyn
Yves Saint Laurent,Black Opium Yves Saint Laurent 3.0 oz Eau De Parfum Perfume New Factory Sealed,Eau de Parfum,40.0,4.0,602.0,24080.0,woman,23-5-2024,United States,Oregon,Portland
Dolce & Gabbana,Burberry Burberry Her Eau De Parfum 2 Pcs Set  / New With Box,Eau de Parfum,79.99,10.0,7.0,559.93,woman,21-5-2024,United States,New York,Long Island City
Dolce & Gabbana,Guess Marciano perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,20.44,35.0,7558.0,154485.52,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,PRADA CANDY BY PRADA 2.7 oz 80ML Eau de Parfum BRAND NEW SEALED IN BOX,Eau de Parfum,44.99,7.0,42.0,1889.58,woman,22-5-2024,United States,Michigan,Warren
Carolina Herrera,Good Girl by Carolina Herrera 2.7 Fl oz Spray Women's Eau De Parfum New & Sealed,Eau de Parfum,43.99,2.0,11.0,483.89,woman,23-5-2024,United States,Florida,Dunedin
Versace,Versace Dylan Purple By Versace 3.4oz./100ml Edp Spray Women New Same As Picture,Eau de Parfum,54.9,10.0,10.0,549.0,woman,19-5-2024,United States,New York,Brooklyn
Dolce & Gabbana,D & G THE ONE Dolce & Gabbana Perfume 2.5 oz edp BRAND NEW tester WITH CAP,Eau de Parfum,43.33,23.0,280.0,12132.4,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,"ARMAF CLUB DE NUIT 3.4 OZ, EDP FOR WOMEN IN SEALED BOX",Eau de Parfum,29.45,10.0,355.0,10454.75,woman,17-5-2024,United States,Texas,Houston
Unbranded,Ariana Grande Cloud Pink Eau De Parfum 3.4 fl oz Spray Women's New And Sealed,Eau de Parfum,29.99,2.0,62.0,1859.38,woman,24-5-2024,United States,Alabama,Montgomery
Versace,PASSION by Elizabeth Taylor 2.5 oz edt New in Box Sealed,Eau de Toilette,20.48,48.0,620.0,12697.6,woman,23-5-2024,United States,Texas,Dallas
Dolce & Gabbana,PDM PARFUMS DE MARLY VALAYA EDP 1.5ml .05fl oz x 1 PERFUME SPRAY SAMPLE,Eau de Parfum,12.0,9.0,29.0,348.0,woman,16-5-2024,United States,New York,Albany
Versace,Clean Warm Cotton 2.14 oz EDP Perfume for Women Brand New Tester,Eau de Parfum,22.09,10.0,332.0,7333.88,woman,23-5-2024,United States,New Jersey,Hackensack
Carolina Herrera,VIVA LA JUICY NOIR by Juicy Couture Perfume Women 3.4 oz edp 3.3 New in Box,Eau de Parfum,34.38,131.0,2361.0,81171.18,woman,24-5-2024,United States,Texas,Dallas
Carolina Herrera,COUTURE LA LA Juicy Couture women perfume edp 3.4 oz 3.3 NEW IN BOX,Eau de Parfum,24.24,251.0,3152.0,76404.48,woman,23-5-2024,United States,Texas,Dallas
Giorgio Armani,Giorgio Armani My Way Parfum For Women 15ML/0.5fl.oz. New In Box & Sealed,Eau de Parfum,21.95,10.0,8.0,175.6,woman,15-5-2024,United States,Florida,Pompano Beach
Lancôme,"Mystique Bouquet by Afnan, 2.7 oz EDP Spray for Women",Eau de Parfum,39.89,10.0,8.0,319.12,woman,09-5-2024,United States,Texas,Dallas
Versace,FANTASY Britney Spears women perfume edp 3.3 oz 3.4 NEW TESTER,Eau de Parfum,18.94,235.0,1804.0,34167.76,woman,23-5-2024,United States,Texas,Dallas
Lancôme,Miracle Perfume by Lancome 3.4 oz L'eau de Parfum Spray for Women NEW & SEALED,Eau de Parfum,32.99,8.0,238.0,7851.62,woman,24-5-2024,United States,Michigan,Hamtramck
Paco Rabanne,Coach Dreams Sunset EDP 7.5ML Mini with Pouch,Eau de Parfum,16.95,10.0,15.0,254.25,woman,06-5-2024,United States,New York,Tallman
Dolce & Gabbana,"Victoria's Secret Bombshell - Enticing 3.4oz Perfume, Sealed in Box",Eau de Parfum,33.99,7.0,149.0,5064.51,woman,22-5-2024,United States,Michigan,Dearborn Heights
Dolce & Gabbana,Burberry Brit by Burberry 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,35.73,557.0,2590.0,92540.7,woman,23-5-2024,United States,Texas,Dallas
Ralph Lauren,"Sensuous by Estee Lauder, 1.7 oz EDP Spray for Women",Eau de Parfum,34.98,10.0,131.0,4582.38,woman,24-5-2024,United States,New Jersey,Edison
Versace,Angels' Share By Kilian 1.7 oz Eau de Parfum Spray Refillable 50ML NEW WITH BOX,Eau de Parfum,64.88,5.0,42.0,2724.96,woman,24-5-2024,United States,CA, SAN FRANCISCO
Lancôme,La Vie Est Belle by Lancome 3.4 oz 100 ml L'Eau De Parfum BRAND NEW SEALED BOX,Eau de Parfum,69.99,9.0,25.0,1749.75,woman,09-5-2024,United States,Texas,Houston
Calvin Klein,CK SHEER BEAUTY Calvin Klein women edt 3.4 oz 3.3 NEW IN BOX,Eau de Toilette,25.69,11.0,169.0,4341.61,woman,22-5-2024,United States,Texas,Dallas
Yves Saint Laurent,Yves Saint Laurent Libre Eau De Parfum EDP Spray For Women 3.0 Oz 90 ml New Seal,Eau de Parfum,49.68,10.0,21.0,1043.28,woman,22-5-2024,United States,Texas,Houston
Calvin Klein,BE DELICIOUS Perfume DKNY Donna Karan 1.0 Oz 30 ml EDP Spray Women Without Box,Eau de Parfum,24.99,10.0,370.0,9246.3,woman,15-5-2024,United States,New Jersey,Piscataway
Lancôme,Amarige by Givenchy EDT for Women 3.3oz  / 100ml *NEW IN SEALED BOX*,Eau de Parfum,49.99,10.0,174.0,8698.26,woman,15-4-2024,United States,Florida,Miami
Calvin Klein,Narciso Rodriguez for Her EDP 3.3oz - New Sealed Sophistication,Eau de Toilette,34.99,6.0,5.0,174.95,woman,23-5-2024,United States,Kentucky,Flat Lick
Ralph Lauren,Magnetism by Escada perfume for women EDP 2.5 oz New in Box,Eau de Parfum,30.45,8.0,738.0,22472.1,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,D&G DOLCE GABBANA 3 L'IMPERATRICE EDT 1.5ml Tester,Eau de Toilette,5.99,5.0,3.0,17.97,woman,24-5-2024,United States,California,San Francisco
Unbranded,Dossier FRUITY ORANGE Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,15.0,10.0,65.0,975.0,woman,19-5-2024,United States,California,Los Angeles
Unbranded,Ariana Grande God Is A Woman Eau De Parfum,Eau de Parfum,15.99,9.0,35.0,559.65,woman,29-4-2024,United States,New Jersey,Bogota
Paco Rabanne,Viktor & Rolf Flowerbomb Ruby Orchid 3.4 oz. Eau de Parfum Spray,Eau de Parfum,79.72,10.0,334.0,26626.48,woman,24-5-2024,United States,Texas,Katy
Carolina Herrera,Marc Jacobs Daisy Eau So Fresh 4.2oz Women's Eau de Toilette Brand New & Sealed,Eau de Toilette,33.99,3.0,43.0,1461.57,woman,21-5-2024,United States,New York,Brooklyn
Ralph Lauren,Michael Kors Sexy Amber by Michael Kors 3.4 oz EDP For Women Perfume New In Box,Eau de Parfum,44.99,10.0,1647.0,74098.53,woman,21-5-2024,United States,New Jersey,Hackensack
Ralph Lauren,"Santal 33 by Le Labo, 3.4 oz EDP Spray for Unisex",Eau de Parfum,60.37,10.0,9.0,543.33,woman,11-5-2024,United States,CA, SAN FRANCISCO
Dolce & Gabbana,Burberry Her Blossom by Burberry 3.3 oz EDP Perfume for Women New in Box,Eau de Toilette,53.99,2.0,10.0,539.9,woman,22-5-2024,Taiwan,New York,New York
Dolce & Gabbana,Victoria's Secret Tease Women's EDP Spray 3.4 oz 100ml New in Box,Eau de Parfum,30.99,4.0,89.0,2758.11,woman,18-5-2024,United States,Michigan,Detroit
Lancôme,Delilah Perfumes EDP 3.4oz By Maison Alhambra Lattafa for Woman  Free Shipping,Eau de Parfum,23.9,10.0,2.0,47.8,woman,21-5-2024,United States,New Jersey,North Brunswick
Calvin Klein,CONTRADICTION by Calvin Klein 3.4 oz EDP Perfume For Women New in Box Sealed,Eau de Parfum,26.43,96.0,5314.0,140449.02,woman,24-5-2024,United States,Texas,Dallas
Unbranded,Dossier WOODY OAKMOSS Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,2.0,41.0,820.0,woman,05-5-2024,United States,California,Los Angeles
Dolce & Gabbana,Light Blue by Dolce & Gabbana 3.3 oz / 3.4 oz 100mL EDT Spray Brand New Sealed,Eau de Toilette,29.95,10.0,296.0,8865.2,woman,24-5-2024,United States,New Jersey,West Orange
Ralph Lauren,WAVE By Hollister California perfum for Women 3.3 / 3.4 oz EDP New Tester,Eau de Parfum,15.52,26.0,129.0,2002.08,woman,20-5-2024,United States,Texas,Dallas
Ralph Lauren,Ralph By Ralph Lauren EDT for Women 3.4 oz - 100 ml *NEW IN SEALED BOX*,Eau de Toilette,45.99,10.0,201.0,9243.99,woman,08-5-2024,United States,Florida,Miami
Unbranded,Cloud By Ariana Grande 3.4oz EDP Perfume Spray Fragrance for Women New in Box,Eau de Parfum,29.99,9.0,14.0,419.86,woman,23-5-2024,United States,New Jersey,Sayreville
Versace,CHLOE Perfume Eau De Parfum EDP Splash Mini 0.16oz 5 ml NEW with Box,Eau de Parfum,12.99,15.0,36.0,467.64,woman,19-5-2024,United States,California,Laguna Niguel
Dolce & Gabbana,Lancome Idole Le Parfum  Spray  25ML/0.8 fl OZ New In Box,Eau de Parfum,26.99,10.0,44.0,1187.56,woman,17-5-2024,United States,Georgia,Villa Rica
Dolce & Gabbana,Poeme by Lancome 3.4 oz./ 100 ml. L'eau de Parfum Spray for Women in Sealed Box,Eau de Parfum,86.99,10.0,1385.0,120481.15,woman,23-5-2024,United States,Texas,Katy
Dolce & Gabbana,VICTORIA SECRET TEASE 3.4 oz 100 ml Eau De Parfum Women's Spray,Eau de Parfum,54.0,4.0,26.0,1404.0,woman,20-5-2024,United States,Texas,Houston
Versace,Natalie Wood Signature Fragrance Spray Purse Travel Eau de Parfum Bottle .34 oz,Eau de Parfum,5.99,196.0,32.0,191.68,woman,21-5-2024,United States,South Carolina,Florence
Giorgio Armani,PARIS HILTON 3.4 / 3.3 oz edp Perfume for Women New in Box,Eau de Parfum,24.39,123.0,5558.0,135559.62,woman,22-5-2024,United States,Texas,Dallas
Calvin Klein,"Calvin Klein Euphoria Eau de Parfum, 1.6 Oz new open box Scuffed",Eau de Parfum,22.99,10.0,347.0,7977.53,woman,23-5-2024,United States,New York,Brooklyn
Paco Rabanne,Fakhar Lattafa 3.4 EDP Parfum Perfume for Women New in Box,Eau de Parfum,21.98,10.0,278.0,6110.44,woman,24-5-2024,United States,New Jersey,Hackensack
Paco Rabanne,Coach Poppy Flower 3.4 oz  100 mL Eau De Parfum Spray Brand New in Box Sealed,Eau de Parfum,28.99,8.0,152.0,4406.48,woman,24-5-2024,United States,Nevada,Las Vegas
Dolce & Gabbana,Victoria's Secret Bombshell Women's 3.4 fl oz Eau de Parfum NEW IN BOX & SEALED,Eau de Parfum,33.89,9.0,216.0,7320.24,woman,24-5-2024,United States,Nevada,Las Vegas
Paco Rabanne,Flowerbomb by Viktor & Rolf 3.4 oz L'Eau de Parfum Spray BRAND NEW SEALED IN BOX,Eau de Parfum,59.99,10.0,150.0,8998.5,woman,20-5-2024,United States,Michigan,Ecorse
Versace,"*YOU PICK!* Kilian LOVE DON'T BE SHY, GOOD GIRL GONE BAD 1.5ml OFFICIAL Samples",Eau de Parfum,8.99,10.0,344.0,3092.56,woman,07-5-2024,United States,Massachusetts,Ashburnham
Dolce & Gabbana,Dolce & Gabbana DOLCE VIOLET Women Perfume 5ml EDT Splash MINI Travel Size (C61,Eau de Parfum,18.95,8.0,9.0,170.55,woman,20-5-2024,United States,California,Los Angeles
Lancôme,NEW Aromatics Elixir By Clinique For Women. Body Smoother 6.7 oz/200 ml,Eau de Parfum,20.79,7.0,33.0,686.07,woman,19-5-2024,United States,Illinois,Plainfield
Dolce & Gabbana,Delina by Parfums de Marly 2.5 oz EDP Perfume for Women New in Box!,Eau de Parfum,89.99,6.0,7.0,629.93,woman,20-5-2024,United States,California,San Diego
Ralph Lauren,Big Pony 2 Fruity Sensual by Ralph Lauren for women EDT 3.3 / 3.4 oz,Eau de Toilette,20.31,8.0,84.0,1706.04,woman,15-5-2024,United States,Texas,Dallas
Carolina Herrera,VIVA LA JUICY ROSE COUTURE by Juicy Couture 3.4 oz EDP For Women New in Box,Eau de Parfum,34.6,89.0,1833.0,63421.8,woman,24-5-2024,United States,Texas,Dallas
Versace,Avon FAR AWAY Eau De Parfum Perfume Spray 1.7 oz~Free Travel spray,Eau de Parfum,16.89,10.0,551.0,9306.39,woman,07-5-2024,United States,Florida,West Palm Beach
Unbranded,Jimmy Choo Ladies I Want Choo Forever EDP Spray 3.38 oz (Tester) Fragrances,Eau de Parfum,49.81,3.0,30.0,1494.3,woman,23-5-2024,United States,New York,Brooklyn
Calvin Klein,Narciso Rodriguez for Her 3.3 fl oz Eau De Parfum Spray for Women New In Box,Eau de Parfum,34.99,10.0,36.0,1259.64,woman,23-5-2024,United States,Michigan,Saint Clair Shores
Yves Saint Laurent,Chaka by Chaka Khan Energizing 3.4 oz. EDP-Open Box,Eau de Parfum,29.95,6.0,19.0,569.05,woman,14-5-2024,United States,Florida,Clearwater
Versace,Chanel Chance Eau Fraiche Eau De Parfum 3.4 oz New & Sealed 100% Authentic,Eau de Parfum,119.0,2.0,7.0,833.0,woman,23-5-2024,United States,South Carolina,Woodruff
Calvin Klein,Deep Red by Hugo Boss Perfume for women 3.0 oz edp New in Box,Eau de Parfum,27.26,32.0,4977.0,135673.02,woman,24-5-2024,United States,Texas,Dallas
Unbranded,Angel by Thierry Mugler 3.4 oz Eau De Parfum Spray Refillable Star New & Sealed,Eau de Parfum,69.99,2.0,27.0,1889.73,woman,20-5-2024,United States,Pennsylvania,Reinholds
Versace,Valentino DONNA by Valentino for Women 3.4 oz.Eau De Parfum Spray in Sealed Box,Eau de Parfum,99.99,10.0,5.0,499.95,woman,23-4-2024,Hong Kong,Texas,Katy
Giorgio Armani,Maison Margiela Replica Lazy Sunday Morning Eau de Toilette 3.4 oz New in Box US,Eau de Toilette,48.88,9.0,51.0,2492.88,woman,09-5-2024,United States,New York,College Point
Dolce & Gabbana,Prada Candy by Prada 2.7oz / 80ml Eau De Parfum Brand New Sealed in Box,Eau de Parfum,48.99,8.0,37.0,1812.63,woman,22-5-2024,United States,Michigan,Warren
Lancôme,Glacier Bold EDP Perfume By Maison Alhambra Lattafa 100 ML New Release,Eau de Parfum,37.99,10.0,16.0,607.84,woman,16-5-2024,United States,New Jersey,North Brunswick
Calvin Klein,Cool Water by Davidoff EDT for Women 3.4 oz / 100 ml *NEW*,Eau de Toilette,20.99,4.0,20.0,419.8,woman,30-4-2024,United States,Florida,Miami
Dolce & Gabbana,Jo Malone Velvet Rose & Oud Cologne Intense Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,4.0,6.0,521.94,woman,08-5-2024,United States,Nevada,Las Vegas
Carolina Herrera,VIVA LA JUICY by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New Tester,Eau de Parfum,29.55,408.0,886.0,26181.3,woman,24-5-2024,United States,Texas,Dallas
Lancôme,Set 2 Lancome Perfume La Vie Est Belle Eau de Parfum EDP Travel Size 4ml ea =8ml,Eau de Parfum,9.99,10.0,65.0,649.35,woman,22-5-2024,United States,Delaware,Newark
Unbranded,Aura Mugler by Thierry Mugler Eau de Parfum Miniature Splash Perfume for Women,Eau de Parfum,12.99,10.0,89.0,1156.11,woman,22-5-2024,United States,New York,Tallman
Unbranded,Dossier FLORAL MARSHMALLOW Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,26.9,10.0,150.0,4035.0,woman,06-5-2024,United States,California,Los Angeles
Giorgio Armani,Sì Passione by Giorgio Armani For Women 3.4 Oz Eau De Parfum Spray New in Box,Eau de Parfum,44.78,2.0,11.0,492.58,woman,22-5-2024,United States,New York,Syracuse
Dolce & Gabbana,Victoria's Secret Heavenly Perfume Spray Eau de Parfum 3.4 oz 100 ml New Sealed,Eau de Parfum,34.99,9.0,110.0,3848.9,woman,23-5-2024,United States,Nevada,Laughlin
Dolce & Gabbana,BOMBSHELL Victoria's Secret PERFUME 2.5 Oz 75 ml Fine Fragrance Mist Spray WOMEN,Eau de Parfum,14.5,5.0,17.0,246.5,woman,22-5-2024,United States,Illinois,Lisle
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,42.99,2.0,4.0,171.96,woman,24-5-2024,United States,New York,Kew Gardens
Versace,LUCKY YOU by Lucky Brand 3.3 oz / 3.4 oz for Women edt Perfume tester,Eau de Toilette,14.74,117.0,889.0,13103.86,woman,09-5-2024,United States,Texas,Dallas
Unbranded,Ariana Grande Cloud Pink 3.4oz Authentic Pink Perfume Spray Sealed,Eau de Parfum,29.99,10.0,29.0,869.71,woman,24-5-2024,United States,Michigan,Detroit
Dolce & Gabbana,Miracle by Lancome Perfume for Women 3.4 oz edp New In Box,Eau de Parfum,35.99,10.0,161.0,5794.39,woman,19-5-2024,United States,Michigan,Detroit
Lancôme,Hot Couture by Givenchy for Women EDP 3.3 oz - 100 ml *NEW IN SEALED BOX*,Eau de Parfum,49.99,10.0,230.0,11497.7,woman,08-5-2024,United States,Florida,Miami
Unbranded,Sweet Like Candy by Ariana Grande EDP Perfume for Women 3.4 oz Brand New Tester,Eau de Parfum,29.54,10.0,1372.0,40528.88,woman,24-5-2024,United States,New Jersey,Hackensack
Carolina Herrera,Carolina Herrera_Good Girl Perfume 2.7 OZ BLACK SHIPS IN 24 HOURS SEALED Mujer,Eau de Parfum,47.8,10.0,38.0,1816.4,woman,08-5-2024,United States,California,Bakersfield
Lancôme,Roller Ball  Women Aromatics Elixir by Clinique 0.2 oz / 6 ml EDP Perfume Rare,Eau de Parfum,13.95,10.0,57.0,795.15,woman,31-3-2024,United States,New Jersey,Keyport
Yves Saint Laurent,"ALT Fragrances - Executive No. 26 EDP (Inspired by Aventus), 3.4 oz / 100 ml",Eau de Parfum,59.99,10.0,243.0,14577.57,woman,24-5-2024,United States,California,Van Nuys
Dolce & Gabbana,VICTORIA'S SECRET Tease Crème Cloud Eau de Parfum 3.4oz 100 ml  Women's Spray,Eau de Parfum,43.0,3.0,27.0,1161.0,woman,20-5-2024,United States,Texas,Houston
Giorgio Armani,GIORGIO by Giorgio Beverly Hills 3 / 3.0 oz EDT Perfume for Women New In Box,Eau de Toilette,22.51,189.0,3319.0,74710.69,woman,24-5-2024,United States,Texas,Dallas
Versace,mini Yellow Diamond by Versace EDT Perfume for Women Brand New In Box,Eau de Toilette,9.92,10.0,5971.0,59232.32,woman,20-5-2024,United States,New Jersey,Hackensack
Dolce & Gabbana,Jo Malone Oud & Bergamot Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Eau de Cologne,86.99,7.0,9.0,782.91,woman,24-5-2024,United States,Nevada,Las Vegas
Paco Rabanne,Coach Dreams Sunset by Coach perfume for women EDP 3.0 oz New in Box,Eau de Parfum,41.58,174.0,298.0,12390.84,woman,24-5-2024,United States,Texas,Dallas
Versace,MIDNIGHT FANTASY by Britney Spears for Women 3.3 / 3.4 oz edp tester,Eau de Parfum,16.87,36.0,626.0,10560.62,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Gucci Guilty Pour Femme by Gucci perfume for Women EDP 3.0 oz New Tester,Eau de Parfum,59.4,50.0,120.0,7128.0,woman,17-5-2024,United States,Texas,Dallas
Dolce & Gabbana,PRADA CANDY BY PRADA 2.7 FL OZ EAU DE PARFUM SPRAY BRAND NEW SEALED IN BOX,Eau de Parfum,43.99,2.0,121.0,5322.79,woman,24-5-2024,United States,Texas,Houston
Versace,Chanel Coco Mademoiselle Eau de Parfum Sample Spray Vial 1.5ml/0.05oz,Eau de Parfum,12.99,10.0,32.0,415.68,woman,14-5-2024,United States,California,Tarzana
Calvin Klein,Juliette Has A Gun Not A Perfume Eau De Parfum 5 ml .17 fl oz Travel Size NEW,Eau de Parfum,11.66,2.0,12.0,139.92,woman,15-5-2024,United States,New Jersey,Matawan
Versace,"Not A Perfume by Juliette Has A Gun, 3.3 oz EDP Spray for Women TESTER",Eau de Parfum,43.15,10.0,561.0,24207.15,woman,23-5-2024,United States,New Jersey,Edison
Versace,"Versace Yellow Diamond EDT 3.0oz - Sealed New, Luminous Scent",Eau de Toilette,32.99,6.0,79.0,2606.21,woman,23-5-2024,United States,Kentucky,Flat Lick
Versace,DIAMONDS AND RUBIES by ELIZABETH TAYLOR 3.3 oz / 3.4 oz edt NEW in Box,Eau de Toilette,15.8,72.0,2499.0,39484.2,woman,24-5-2024,United States,Texas,Dallas
Ralph Lauren,Philosophy Summer Grace 4oz Eau De Toilette Spray Pre-Coty,Eau de Toilette,15.0,5.0,5.0,75.0,woman,23-5-2024,United States,Pennsylvania,Warminster
Versace,Gardenia by Elizabeth Taylor Perfume for Women edp 3.4 oz Brand New In Box,Eau de Parfum,17.52,10.0,1692.0,29643.84,woman,24-5-2024,United States,New Jersey,Hackensack
Unbranded,Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box,Eau de Parfum,38.99,8.0,108.0,4210.92,woman,22-5-2024,United States,Michigan,Warren
Ralph Lauren,SO DE LA RENTA Oscar 3.3 / 3.4 oz EDT For Women New in Box,Eau de Toilette,19.83,22.0,1652.0,32759.16,woman,24-5-2024,United States,Texas,Dallas
Dolce & Gabbana,VICTORIAS SECRET TEASE SUGAR FLEUR ROLLERBALL EAU DE PARFUM  .23oz/7ml no box,Eau de Parfum,17.49,17.0,292.0,5107.08,woman,06-5-2024,United States,New York,Bethpage
Versace,Elizabeth And James Nirvana Amethyst Eau De Parfum Spray For Women 1.7 oz / 50ml,Eau de Parfum,19.12,3.0,42.0,803.04,woman,23-5-2024,United States,New Jersey,Linden
Dolce & Gabbana,"Armaf Club De Nuit Eau De Parfum Spray, Perfume for Women, 3.6 Oz",Eau de Parfum,30.9,3.0,607.0,18756.3,woman,23-5-2024,United States,New Jersey,Edison
Ralph Lauren,"Le Labo Another 13 Eau de Parfum EDP Sample Vial .025oz, .75ml New in Pouch",Eau de Parfum,13.89,5.0,52.0,722.28,woman,24-5-2024,United States,New Jersey,Phillipsburg
Ralph Lauren,Oscar by Oscar De La Renta EDT Perfume for Women 3.3 / 3.4 oz New In Box,Eau de Toilette,33.34,8.0,3466.0,115556.44,woman,23-5-2024,United States,New Jersey,Hackensack
Calvin Klein,CK IN2U HER Calvin Klein perfume edt 3.4 oz 3.3 NEW TESTER,Eau de Toilette,17.57,62.0,83.0,1458.31,woman,24-5-2024,United States,Texas,Dallas
Ralph Lauren,Arpege by Lanvin 3.3 / 3.4 oz EDP Perfume for Women NEW In Box,Eau de Parfum,19.99,3.0,3.0,59.97,woman,21-5-2024,United States,Florida,Miami
Yves Saint Laurent,Yves Saint Laurent Black Opium Eau De Parfum 3 oz/ 90 ml for Women,Eau de Parfum,38.68,10.0,14.0,541.52,woman,22-5-2024,United States,California,Sacramento
Versace,Cabotine Gold by Parfums Gres for women EDT 3.3 / 3.4 oz New in Box,Eau de Toilette,14.45,9.0,349.0,5043.05,woman,24-5-2024,United States,Texas,Dallas
Versace,Sirene by Vicky Tiel 3.3 / 3.4 oz EDP For Women New in Box,Eau de Parfum,18.99,21.0,1396.0,26510.04,woman,24-5-2024,United States,Texas,Dallas
Ralph Lauren,VERA WANG Perfume 3.3 / 3.4 oz EDP For Women Spray NEW IN BOX,Eau de Parfum,25.25,71.0,15897.0,401399.25,woman,17-5-2024,United States,Texas,Dallas
Yves Saint Laurent,Sung Perfume by Alfred Sung for Women 3.3 / 3.4 oz EDT New in Box,Eau de Toilette,22.25,51.0,2048.0,45568.0,woman,24-5-2024,United States,Texas,Dallas
Versace,Dior Miss Dior 0.17 fl oz Women's Eau de Parfum,Eau de Parfum,21.99,3.0,83.0,1825.17,woman,12-5-2024,United States,Maryland,Rockville
Lancôme,Black Opium by Yves Saint Laurent 3.0 oz EDP Perfume for Women,Eau de Parfum,39.95,10.0,60.0,2397.0,woman,14-5-2024,United States,Texas,Houston
Lancôme,Ange Ou Demon Le Secret By Givenchy EDP For Women 3.3 oz / 100 ml *NEW*,Eau de Parfum,41.99,10.0,166.0,6970.34,woman,08-5-2024,United States,Florida,Miami
Dolce & Gabbana,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW",Eau de Cologne,17.0,5.0,968.0,16456.0,woman,21-5-2024,United States,California,Camarillo
Yves Saint Laurent,Jessica McClintock Perfume 1.7 oz EDP For Women New In Box,Eau de Parfum,18.99,73.0,886.0,16825.14,woman,22-5-2024,United States,Texas,Dallas
Dolce & Gabbana,Victoria's Secret Tease Perfume for Women Eau de Parfum 3.4 oz 100ml New in Box,Eau de Parfum,30.99,10.0,91.0,2820.09,woman,24-5-2024,United States,Kentucky,Flat Lick
Carolina Herrera,Carolina Herrera Very Good Girl 2.7 oz EDP Bold Red Fruity Perfume Sealed,Eau de Parfum,55.99,5.0,80.0,4479.2,woman,14-5-2024,United States,Michigan,Novi
Lancôme,L'Interdit by Givenchy Eau De Toilette For Women 2.6 oz / 80 ml *NEW*,Eau de Toilette,41.99,10.0,39.0,1637.61,woman,08-5-2024,United States,Florida,Miami
Giorgio Armani,Paris Hilton Perfume 3.4 oz 100ml Eau De Parfum Spray For Women New in Box,Eau de Parfum,24.5,10.0,20.0,490.0,woman,21-5-2024,United States,Washington,Centralia
Ralph Lauren,Philosophy Pure Grace Eau De Parfum EDP Spray for Women  2 oz NEW SEALED BOX,Eau de Parfum,38.99,10.0,103.0,4015.97,woman,21-2-2024,United States,New York,Brooklyn
Dolce & Gabbana,Gucci Bloom for Her Eau De Parfum 0.16 fl oz 5 ml Mini EDP Travel Splash NWOB,Eau de Parfum,12.49,10.0,28.0,349.72,woman,20-4-2024,United States,Maryland,Potomac
Versace,In Full Bloom Blush by Kate Spade for Women - 3.4 oz EDP Spray (Tester),Eau de Parfum,14.4,5.0,73.0,1051.2,woman,22-5-2024,United States,New York,Old Bethpage
Calvin Klein,Narciso Rodriguez FOR HER 3.3oz 100 ML Eau de Parfum Brand New Sealed In Box,Eau de Parfum,44.99,8.0,21.0,944.79,woman,23-5-2024,United States,Michigan,Warren
Dolce & Gabbana,Victoria's Secret Very Sexy Women's EDP 3.4 oz 100 ml Spray New Sealed,Eau de Parfum,30.99,6.0,130.0,4028.7,woman,14-5-2024,United States,Michigan,Detroit
Versace,(2-Pack) Patchouly Musk Scented Oil - Spiritual Sky - 1/4 Ounce Bottle,Eau de Parfum,12.99,10.0,49.0,636.51,woman,24-5-2024,United States,Florida,Miami
Versace,Reyna Pour Femme EDP  Spray 100ML (3.4 FL.OZ)  Newest Launch Sale,Eau de Parfum,25.99,10.0,12.0,311.88,woman,19-5-2024,United States,Maryland,Windsor Mill
Versace,"Tom Ford Soleil Neige Sheer Body Oil, Full Size 1.5oz/45mL , New & Sealed",Eau de Parfum,25.0,5.0,79.0,1975.0,woman,21-5-2024,United States,California,Camarillo
